"Story","Title","Result","Date","Stability","Duration (s)"
"Game Overview","Player runs out of tries and loses","SUCCESS","2024-01-11T05:31:46.579609137Z[Etc/UTC]","0.0","0.33"
"Game Overview","Player guesses the right word and wins","SUCCESS","2024-01-11T05:31:46.593841015Z[Etc/UTC]","0.0","0.33"
