"Story","Title","Result","Date","Stability","Duration (s)"
"When rendering cells","Should show correct cells as green","SUCCESS","2023-07-28T10:56:25.687150183Z[Etc/UTC]","0.0","0.02"
"When rendering cells","Should show cells with color","SUCCESS","2023-07-28T10:56:33.0904387Z[Etc/UTC]","0.0","0.05"
