"Story","Title","Result","Date","Stability","Duration (s)"
"Wordle Status Check","We can check the status of the Wordle service by sending a GET to /api/service","SUCCESS","2024-01-15T20:42:12.867191767Z[Etc/UTC]","0.0","2.16"
"Creating a new game","The new game should initially be In Progress","SUCCESS","2024-01-15T20:42:12.853654743Z[Etc/UTC]","0.0","2.59"
"Playing the game","Invalid words should be rejected with a 403 error","SUCCESS","2024-01-15T20:42:12.841384497Z[Etc/UTC]","0.0","2.64"
"Registering a new user","Password should be stored as a hashed password","SUCCESS","2024-01-15T20:42:14.359551688Z[Etc/UTC]","0.0","1.05"
