"Story","Title","Result","Date","Stability","Duration (s)"
"Getting hints","We can request a hint for the current game via GET /api/game/{id}/hint","SUCCESS","2024-01-11T08:28:03.142038962Z[Etc/UTC]","0.0","0.03"
"Getting hints","Requesting another hint","SUCCESS","2024-01-11T08:28:05.843258759Z[Etc/UTC]","0.0","0.19"
"Getting hints","Requesting another hint","SUCCESS","2024-01-11T08:28:05.843258759Z[Etc/UTC]","0.0","0.12"
