"Story","Title","Result","Date","Stability","Duration (s)"
"Game Overview","Player runs out of tries and loses","SUCCESS","2023-06-12T09:06:24.273855568Z[Etc/UTC]","0.0","0.35"
"Game Overview","Player guesses the right word and wins","SUCCESS","2023-06-12T09:06:24.320360153Z[Etc/UTC]","0.0","0.3"
