"Story","Title","Result","Date","Stability","Duration (s)"
"Getting hints","We can request a hint for the current game via GET /api/game/{id}/hint","SUCCESS","2024-01-17T16:52:27.165016137Z[Etc/UTC]","0.0","0.18"
"Getting hints","Requesting another hint","SUCCESS","2024-01-17T16:52:33.248727971Z[Etc/UTC]","0.0","0.64"
