"Story","Title","Result","Date","Stability","Duration (s)"
"Creating a new game","The new game should contain no moves","SUCCESS","2024-01-15T21:30:36.768687907Z[Etc/UTC]","0.0","0.2"
"Creating a new game","Each new game should be assigned a unique id","SUCCESS","2024-01-15T21:30:37.011593673Z[Etc/UTC]","0.0","0.3"
