"Story","Title","Result","Date","Stability","Duration (s)"
"Playing the game","Invalid words should be rejected with a 403 error","SUCCESS","2024-01-10T19:38:15.044691336Z[Etc/UTC]","0.0","1.32"
"Playing the game","Should show row of colored cells","SUCCESS","2024-01-10T19:38:19.33844335Z[Etc/UTC]","0.0","2.23"
