"Story","Title","Result","Date","Stability","Duration (s)"
"Getting hints","Requesting another hint","SUCCESS","2024-01-07T09:44:29.038330198Z[Etc/UTC]","0.0","1.94"
"Playing the game","Should show row of colored cells","SUCCESS","2024-01-07T09:44:29.044184111Z[Etc/UTC]","0.0","2.27"
