"Story","Title","Result","Date","Stability","Duration (s)"
"Getting hints","We can request a hint for the current game via GET /api/game/{id}/hint","SUCCESS","2024-01-11T08:27:54.288338175Z[Etc/UTC]","0.0","0.95"
"Getting hints","Requesting another hint","SUCCESS","2024-01-11T08:27:58.368432191Z[Etc/UTC]","0.0","2.17"
