"Story","Title","Result","Date","Stability","Duration (s)"
"Wordle Overview","Player runs out of tries and loses","SUCCESS","2023-07-28T10:56:36.452044635Z[Etc/UTC]","0.0","0.71"
"Wordle Overview","Player guesses the right word and wins","SUCCESS","2023-07-28T10:56:36.835014229Z[Etc/UTC]","0.0","0.4"
