"Story","Title","Result","Date","Stability","Duration (s)"
"When creating a new game","We create a new game with the /api/game end-point","SUCCESS","2023-07-11T05:55:30.160938206Z[Etc/UTC]","0.0","0.04"
"When creating a new game","We can check the status of the Wordle service by sending a GET to /api/service","SUCCESS","2023-07-11T05:55:30.206801135Z[Etc/UTC]","0.0","0.04"
